Номер сертификата происхождения,Наименование РПП,Форма сертификата,Номер бланка,ИИН/БИН отправителя/ экспортера,Наименование отправителя/ экспортера,Адрес отправителя/ экспортера,Наименование товара,Код ТН ВЭД,Критерий происхождения,Страна происхождения товара,Страна получателя/ импортера,Статус сертификата,Дата выдачи,3/20/2025
KZ RS 4 106 00258,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000002,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7.
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,29.1.2024,29.01.2025
KZ RS 4 106 00257,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000001,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7.
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,29.1.2024,29.01.2025
KZ RS 4 106 00256,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400260,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7.
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,29.1.2024,29.01.2025
KZ RS 4 106 00255,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400259,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,29.1.2024,29.01.2025
KZ RS 4 106 00254,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400258,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,29.1.2024,29.01.2025
KZ RS 4 108 00297,"ИОПФНО ""Региональная палата предпринимателей Жамбылской области""",СТ-2,1400048,230540042278.0,Сельскохозяйственный производственный кооператив «Агрофабрика»,"Республика Казахстан, Жамбылская область, Шуский район, Шуская г.а., г. Шу, улица К.Сатпаев 44",Лук репчатый (Onion),703101900,П,Республика Казахстан,Сербия,Истек срок действия сертификата,29.1.2024,29.01.2025
KZ RS 4 102 00804,"ИОПФНО ""Региональная палата предпринимателей г.Алматы""",СТ-2,1400236,131140005508.0,"""InTop Group"" JSC","Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FSF, III/IV, S2, 1525х1525х10 - 29,760 m3",4412330000,Y 48%,Республика Казахстан,Serbia,Истек срок действия сертификата,23.1.2024,23.01.2025
KZ RS 4 108 00193,"ИОПФНО ""Региональная палата предпринимателей Жамбылской области""",СТ-2,1400047,621207302211.0,"Крестьянское хозяйствo ""Янь""","Республика Казахстан, Жамбылская область, Жамбылский район, Колькайнарский с.о., с.Костобе, без улицы, без номера.",Лук репчатый,703109000,П,Республика Казахстан,Сербия,Истек срок действия сертификата,19.1.2024,19.01.2025
KZ RS 4 102 00423,"ИОПФНО ""Региональная палата предпринимателей г.Алматы""",СТ-2,1400235,131140005508.0,"""InTop Group"" JSC","Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FSF, II/III, S2, 1250х2500х9 - 29,712 m3",4412330000,Y 45%,Республика Казахстан,Serbia,Истек срок действия сертификата,16.1.2024,16.01.2025
KZ RS 4 106 00136,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400256,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,12.1.2024,12.01.2025
KZ RS 4 106 00140,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400257,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7.
 Code as per 3902100000",3902100000,W3902,Республика Казахстан,Serbia,Истек срок действия сертификата,12.1.2024,12.01.2025
KZ RS 4 106 00120,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400253,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,11.1.2024,11.01.2025
KZ RS 4 106 00128,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400254,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,11.1.2024,11.01.2025
KZ RS 4 106 00131,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400255,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,11.1.2024,11.01.2025
KZ RS 4 106 00118,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400251,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,10.1.2024,10.01.2025
KZ RS 4 106 00119,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400252,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,10.1.2024,10.01.2025
KZ RS 4 111 00091,"ИОПФНО ""Региональная палата предпринимателей Костанайской области""",СТ-2,1400356,120440003348.0,«SMART TRADE» LIMITED LIABILITY PARTNERSHIP,"Kostanay, Uzkokoleinnaya, street 9",Buckwheat,1008100009,P,Республика Казахстан,Serbia,Истек срок действия сертификата,9.1.2024,09.01.2025
KZ RS 3 106 02974,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400250,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,29.12.2023,29.12.2024
KZ RS 3 106 02936,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400249,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,28.12.2023,28.12.2024
KZ RS 3 106 02892,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400246,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,25.12.2023,25.12.2024
KZ RS 3 106 02893,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400248,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,25.12.2023,25.12.2024
KZ RS 3 106 02894,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400247,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,,Республика Казахстан,Serbia,Действующий,25.12.2023,25.12.2024
KZ RS 3 106 02870,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,1400241,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Действующий,22.12.2023,22.12.2024
